name,time,value
Teste,2020-05-27T17:16:32.9784751Z,4.22
Teste,2020-05-27T17:16:33.6792124Z,4.38
Teste,2020-05-27T17:16:34.3778958Z,5.24
Teste,2020-05-27T17:16:35.0828091Z,5.15
Teste,2020-05-27T17:16:35.7859188Z,3.85
Teste,2020-05-27T17:16:36.4979357Z,3.79
Teste,2020-05-27T17:16:37.1991348Z,3.77
Teste,2020-05-27T17:16:37.9161554Z,4.83
Teste,2020-05-27T17:16:38.6269788Z,5.1
Teste,2020-05-27T17:16:39.3264518Z,4.98
Teste,2020-05-27T17:16:40.0303209Z,4.33
Teste,2020-05-27T17:16:40.7414577Z,5.48
Teste,2020-05-27T17:16:41.4406868Z,4.08
Teste,2020-05-27T17:16:42.1437145Z,4.99
Teste,2020-05-27T17:16:42.8492794Z,4.85
Teste,2020-05-27T17:16:43.55287Z,4.47
Teste,2020-05-27T17:16:44.2508362Z,5.08
Teste,2020-05-27T17:16:44.9611906Z,5.03
Teste,2020-05-27T17:16:45.663374Z,4.81
Teste,2020-05-27T17:16:46.3628846Z,4.61
Teste,2020-05-27T17:16:47.0639211Z,4.16
Teste,2020-05-27T17:16:47.775745Z,4.58
Teste,2020-05-27T17:16:48.474484Z,4.08
Teste,2020-05-27T17:16:49.1754276Z,4.25
Teste,2020-05-27T17:16:49.8859964Z,4.64
Teste,2020-05-27T17:16:50.5916977Z,5.03
Teste,2020-05-27T17:16:51.2906583Z,5.15
Teste,2020-05-27T17:16:51.9931958Z,3.53
Teste,2020-05-27T17:16:52.692705Z,3.55
Teste,2020-05-27T17:16:53.3957947Z,3.69
Teste,2020-05-27T17:16:54.0959653Z,5.48
Teste,2020-05-27T17:16:54.7978926Z,3.86
Teste,2020-05-27T17:16:55.4983912Z,5.04
Teste,2020-05-27T17:16:56.2014547Z,4.54
Teste,2020-05-27T17:16:56.9073143Z,5.49
Teste,2020-05-27T17:16:57.6105324Z,5.31
Teste,2020-05-27T17:16:58.3087068Z,4.58
Teste,2020-05-27T17:16:59.0195314Z,3.87
Teste,2020-05-27T17:16:59.7246555Z,4.67
Teste,2020-05-27T17:17:00.4261083Z,5.12
Teste,2020-05-27T17:17:01.1269424Z,4.08
Teste,2020-05-27T17:17:01.8377001Z,4.18
Teste,2020-05-27T17:17:02.5394053Z,4.82
Teste,2020-05-27T17:17:03.2362747Z,4.56
Teste,2020-05-27T17:17:03.9507159Z,4.82
Teste,2020-05-27T17:17:04.6659628Z,4.96
Teste,2020-05-27T17:17:05.3670137Z,3.85
Teste,2020-05-27T17:17:06.0676502Z,5.48
Teste,2020-05-27T17:17:06.7800438Z,5.22
Teste,2020-05-27T17:17:07.478558Z,4.78
Teste,2020-05-27T17:17:08.1779547Z,4.41
Teste,2020-05-27T17:17:08.8896329Z,3.56
Teste,2020-05-27T17:17:09.5931971Z,4.43
Teste,2020-05-27T17:17:10.2948911Z,3.85
Teste,2020-05-27T17:17:11.0014005Z,4
Teste,2020-05-27T17:17:11.7051769Z,4.72
Teste,2020-05-27T17:17:12.4068237Z,4.16
Teste,2020-05-27T17:17:13.1085279Z,4.9
Teste,2020-05-27T17:17:13.8214957Z,4.97
Teste,2020-05-27T17:17:14.5178554Z,4.05
Teste,2020-05-27T17:17:15.2173304Z,3.64
Teste,2020-05-27T17:17:15.9272991Z,3.62
Teste,2020-05-27T17:17:16.6321831Z,4.66
Teste,2020-05-27T17:17:17.3328161Z,5.06
Teste,2020-05-27T17:17:18.0336976Z,5.21
Teste,2020-05-27T17:17:18.7467608Z,5.26
Teste,2020-05-27T17:17:19.4434421Z,4.75
Teste,2020-05-27T17:17:20.1478149Z,5.08
Teste,2020-05-27T17:17:20.8586505Z,5.08
Teste,2020-05-27T17:17:21.575055Z,4.75
Teste,2020-05-27T17:17:22.275786Z,4.43
Teste,2020-05-27T17:17:22.9810835Z,4.96
Teste,2020-05-27T17:17:23.688785Z,5.08
Teste,2020-05-27T17:17:24.3880301Z,5.48
Teste,2020-05-27T17:17:25.0877643Z,4.38
Teste,2020-05-27T17:17:25.7999669Z,3.83
Teste,2020-05-27T17:17:26.4997356Z,3.73
Teste,2020-05-27T17:17:27.1998263Z,3.98
Teste,2020-05-27T17:17:27.907266Z,5.27
Teste,2020-05-27T17:17:28.611706Z,4.45
Teste,2020-05-27T17:17:29.3133681Z,3.82
Teste,2020-05-27T17:17:30.0266461Z,4.6
Teste,2020-05-27T17:17:30.7255828Z,4.25
Teste,2020-05-27T17:17:31.4255085Z,4.36
Teste,2020-05-27T17:17:32.1274577Z,3.93
Teste,2020-05-27T17:17:32.8381216Z,3.98
Teste,2020-05-27T17:17:33.536409Z,4.47
Teste,2020-05-27T17:17:34.2405642Z,4.9
Teste,2020-05-27T17:17:34.9511595Z,4.12
Teste,2020-05-27T17:17:35.6647081Z,3.93
Teste,2020-05-27T17:17:36.3660086Z,5.48
Teste,2020-05-27T17:17:37.0732081Z,4.35
Teste,2020-05-27T17:17:37.7767576Z,5.39
Teste,2020-05-27T17:17:38.4762817Z,3.69
Teste,2020-05-27T17:17:39.1776401Z,5.2
Teste,2020-05-27T17:17:39.8878527Z,4.08
Teste,2020-05-27T17:17:40.5912703Z,5.08
Teste,2020-05-27T17:17:41.292579Z,5.12
Teste,2020-05-27T17:17:42.0027141Z,5.47
Teste,2020-05-27T17:17:42.7046817Z,3.56
Teste,2020-05-27T17:17:43.4029996Z,5.28
Teste,2020-05-27T17:17:44.1052866Z,4.55
Teste,2020-05-27T17:17:44.8190031Z,3.74
Teste,2020-05-27T17:17:45.5186955Z,4.97
Teste,2020-05-27T17:17:46.2197741Z,5.03
Teste,2020-05-27T17:17:46.9299631Z,4.39
Teste,2020-05-27T17:17:47.6290649Z,4.44
Teste,2020-05-27T17:17:48.3296248Z,4.5
Teste,2020-05-27T17:17:49.0346996Z,5.11
Teste,2020-05-27T17:17:49.7428351Z,4.5
Teste,2020-05-27T17:17:50.4440764Z,4.76
Teste,2020-05-27T17:17:51.1465151Z,3.69
Teste,2020-05-27T17:17:51.8491578Z,3.86
Teste,2020-05-27T17:17:52.5518899Z,3.67
Teste,2020-05-27T17:17:53.2526813Z,4.78
Teste,2020-05-27T17:17:53.9535313Z,4.66
Teste,2020-05-27T17:17:54.6531063Z,3.77
Teste,2020-05-27T17:17:55.3539776Z,5.45
Teste,2020-05-27T17:17:56.0669144Z,5.13
Teste,2020-05-27T17:17:56.7791306Z,4.5
Teste,2020-05-27T17:17:57.4820237Z,5.2
Teste,2020-05-27T17:17:58.1838208Z,3.64
Teste,2020-05-27T17:17:58.891604Z,4.21
Teste,2020-05-27T17:17:59.5937876Z,3.87
Teste,2020-05-27T17:18:00.2946931Z,5.22
Teste,2020-05-27T17:18:01.0037358Z,3.53
Teste,2020-05-27T17:18:01.7054098Z,3.51
Teste,2020-05-27T17:18:02.4070479Z,5.46
Teste,2020-05-27T17:18:03.1047122Z,4.07
Teste,2020-05-27T17:18:03.8098844Z,3.82
Teste,2020-05-27T17:18:04.5086993Z,3.53
Teste,2020-05-27T17:18:05.2082573Z,4.67
Teste,2020-05-27T17:18:05.9144102Z,3.87
Teste,2020-05-27T17:18:06.6191812Z,5.5
Teste,2020-05-27T17:18:07.3186148Z,4.98
Teste,2020-05-27T17:18:08.0349091Z,3.99
Teste,2020-05-27T17:18:08.7467551Z,4.8
Teste,2020-05-27T17:18:09.4472623Z,3.62
Teste,2020-05-27T17:18:10.1462859Z,4.06
Teste,2020-05-27T17:18:10.8585549Z,4.19
Teste,2020-05-27T17:18:11.5575137Z,4.63
Teste,2020-05-27T17:18:12.2569671Z,3.99
Teste,2020-05-27T17:18:12.9636695Z,4.62
Teste,2020-05-27T17:18:13.6767087Z,4.44
Teste,2020-05-27T17:18:14.3751776Z,4.1
Teste,2020-05-27T17:18:15.0847716Z,5.17
Teste,2020-05-27T17:18:15.7860811Z,5.45
Teste,2020-05-27T17:18:16.4821732Z,4.74
Teste,2020-05-27T17:18:17.1874324Z,3.52
Teste,2020-05-27T17:18:17.9013506Z,4.28
Teste,2020-05-27T17:18:18.5995744Z,3.63
Teste,2020-05-27T17:18:19.2999927Z,4.95
Teste,2020-05-27T17:18:20.0119974Z,3.77
Teste,2020-05-27T17:18:20.7127777Z,5.49
Teste,2020-05-27T17:18:21.41235Z,4.19
Teste,2020-05-27T17:18:22.1112578Z,5.29
Teste,2020-05-27T17:18:22.8134771Z,5.37
Teste,2020-05-27T17:18:23.5163423Z,4.22
Teste,2020-05-27T17:18:24.2163448Z,4.27
Teste,2020-05-27T17:18:24.9226436Z,3.54
Teste,2020-05-27T17:18:25.6250345Z,3.6
Teste,2020-05-27T17:18:26.3255662Z,4.44
Teste,2020-05-27T17:18:27.0335029Z,5.13
Teste,2020-05-27T17:18:27.735988Z,3.77
Teste,2020-05-27T17:18:28.4360325Z,5.3
Teste,2020-05-27T17:18:29.1356644Z,5.22
Teste,2020-05-27T17:18:29.8497939Z,4.01
Teste,2020-05-27T17:18:30.5498479Z,3.56
Teste,2020-05-27T17:18:31.2498385Z,3.56
Teste,2020-05-27T17:18:31.9608665Z,4.45
Teste,2020-05-27T17:18:32.663262Z,5.49
Teste,2020-05-27T17:18:33.3629309Z,4.85
Teste,2020-05-27T17:18:34.0646152Z,3.79
Teste,2020-05-27T17:18:34.7761557Z,5.2
Teste,2020-05-27T17:18:35.4759835Z,3.97
Teste,2020-05-27T17:18:36.1740649Z,4.27
Teste,2020-05-27T17:18:36.8870807Z,4.44
Teste,2020-05-27T17:18:37.5881266Z,3.83
Teste,2020-05-27T17:18:38.2880158Z,4.12
Teste,2020-05-27T17:18:39.0021098Z,4.77
Teste,2020-05-27T17:18:39.7034811Z,5.38
Teste,2020-05-27T17:18:40.4062053Z,4.44
Teste,2020-05-27T17:18:41.1046758Z,4.17
Teste,2020-05-27T17:18:41.8123302Z,4.36
Teste,2020-05-27T17:18:42.5150491Z,4.13
Teste,2020-05-27T17:18:43.2133679Z,4.04
Teste,2020-05-27T17:18:43.9271148Z,4.48
Teste,2020-05-27T17:18:44.6396523Z,4.97
Teste,2020-05-27T17:18:45.3430476Z,4.92
Teste,2020-05-27T17:18:46.0452582Z,4.28
Teste,2020-05-27T17:18:46.7556072Z,4.97
Teste,2020-05-27T17:18:47.4536083Z,4.44
Teste,2020-05-27T17:18:48.1588518Z,4.61
Teste,2020-05-27T17:18:48.8653896Z,4.97
Teste,2020-05-27T17:18:49.5672014Z,3.58
Teste,2020-05-27T17:18:50.2676848Z,4.13
Teste,2020-05-27T17:18:50.9777817Z,4.06
Teste,2020-05-27T17:18:51.6805548Z,5.1
Teste,2020-05-27T17:18:52.3793955Z,5.41
Teste,2020-05-27T17:18:53.0899574Z,5.12
Teste,2020-05-27T17:18:53.7964711Z,5.03
Teste,2020-05-27T17:18:54.49544Z,4.25
Teste,2020-05-27T17:18:55.1973367Z,5.1
Teste,2020-05-27T17:18:55.9054902Z,3.51
Teste,2020-05-27T17:18:56.6044201Z,4.94
Teste,2020-05-27T17:18:57.3071853Z,3.93
Teste,2020-05-27T17:18:58.0157711Z,4.69
Teste,2020-05-27T17:18:58.7205621Z,3.92
Teste,2020-05-27T17:18:59.420134Z,4.17
Teste,2020-05-27T17:19:00.1182312Z,3.63
Teste,2020-05-27T17:19:00.8299522Z,4.44
Teste,2020-05-27T17:19:01.5309886Z,4.06
Teste,2020-05-27T17:19:02.2303993Z,4.26
Teste,2020-05-27T17:19:02.944857Z,5.41
Teste,2020-05-27T17:19:03.6478Z,4.94
Teste,2020-05-27T17:19:04.3471133Z,4.41
Teste,2020-05-27T17:19:05.0569949Z,4.96
Teste,2020-05-27T17:19:05.7602983Z,4.26
Teste,2020-05-27T17:19:06.4609531Z,5.14
Teste,2020-05-27T17:19:07.1625845Z,4.2
Teste,2020-05-27T17:19:07.8707971Z,4.9
Teste,2020-05-27T17:19:08.5705705Z,4.33
Teste,2020-05-27T17:19:09.2687152Z,4.62
Teste,2020-05-27T17:19:09.9853774Z,3.76
Teste,2020-05-27T17:19:10.6849445Z,5.07
Teste,2020-05-27T17:19:11.387066Z,4.54
Teste,2020-05-27T17:19:12.0874025Z,3.91
Teste,2020-05-27T17:19:12.7981864Z,4.73
Teste,2020-05-27T17:19:13.500335Z,4.92
Teste,2020-05-27T17:19:14.2013709Z,3.76
Teste,2020-05-27T17:19:14.9085235Z,5.22
Teste,2020-05-27T17:19:15.6112853Z,4.95
Teste,2020-05-27T17:19:16.3113242Z,4.87
Teste,2020-05-27T17:19:17.019154Z,3.61
Teste,2020-05-27T17:19:17.7242267Z,3.71
Teste,2020-05-27T17:19:18.4259159Z,4.51
Teste,2020-05-27T17:19:19.1247822Z,5.2
Teste,2020-05-27T17:19:19.8376196Z,3.8
Teste,2020-05-27T17:19:20.536489Z,5.02
Teste,2020-05-27T17:19:21.2348976Z,4.08
Teste,2020-05-27T17:19:21.9481913Z,4.32
Teste,2020-05-27T17:19:22.6470116Z,4.83
Teste,2020-05-27T17:19:23.3454219Z,3.88
Teste,2020-05-27T17:19:24.0497201Z,4.67
Teste,2020-05-27T17:19:24.7636368Z,4.87
Teste,2020-05-27T17:19:25.4633562Z,5.22
Teste,2020-05-27T17:19:26.1656491Z,3.91
Teste,2020-05-27T17:19:26.8747057Z,4.72
Teste,2020-05-27T17:19:27.5743142Z,4.76
Teste,2020-05-27T17:19:28.2735031Z,4.49
Teste,2020-05-27T17:19:28.9858385Z,4.5
Teste,2020-05-27T17:19:29.6857107Z,4.94
Teste,2020-05-27T17:19:30.3891873Z,4.05
Teste,2020-05-27T17:19:31.0894791Z,3.84
Teste,2020-05-27T17:19:31.7983873Z,3.76
Teste,2020-05-27T17:19:32.4978341Z,4.39
Teste,2020-05-27T17:19:33.1987721Z,4.52
Teste,2020-05-27T17:19:33.9141141Z,4.14
Teste,2020-05-27T17:19:34.6147124Z,3.59
Teste,2020-05-27T17:19:35.3153051Z,5.17
Teste,2020-05-27T17:19:36.0258452Z,5.07
Teste,2020-05-27T17:19:36.7293779Z,3.73
Teste,2020-05-27T17:19:37.4279669Z,4.53
Teste,2020-05-27T17:19:38.1301792Z,3.58
Teste,2020-05-27T17:19:38.840776Z,4.07
Teste,2020-05-27T17:19:39.5402142Z,5.12
Teste,2020-05-27T17:19:40.2402096Z,4.13
Teste,2020-05-27T17:19:40.952782Z,4.48
Teste,2020-05-27T17:19:41.6511386Z,4.87
Teste,2020-05-27T17:19:42.3533231Z,3.74
Teste,2020-05-27T17:19:43.0643131Z,4.05
Teste,2020-05-27T17:19:43.7678461Z,4.39
Teste,2020-05-27T17:19:44.4687715Z,3.86
Teste,2020-05-27T17:19:45.1704479Z,3.83
Teste,2020-05-27T17:19:45.8784583Z,5.17
Teste,2020-05-27T17:19:46.5779416Z,4.46
Teste,2020-05-27T17:19:47.278945Z,3.72
Teste,2020-05-27T17:19:47.9869991Z,4.47
