sep=;
"2020-05-27 19:41:41";4.93
"2020-05-27 19:41:42";3.6
"2020-05-27 19:41:43";4.96
"2020-05-27 19:41:44";5.15
"2020-05-27 19:41:44";3.89
"2020-05-27 19:41:45";4.69
"2020-05-27 19:41:46";4.29
"2020-05-27 19:41:46";5.29
"2020-05-27 19:41:47";3.67
"2020-05-27 19:41:48";5.37
"2020-05-27 19:41:49";4.31
"2020-05-27 19:41:49";5.42
"2020-05-27 19:41:50";4.85
"2020-05-27 19:41:51";5.29
"2020-05-27 19:41:51";4.7
"2020-05-27 19:41:52";3.83
"2020-05-27 19:41:53";3.73
"2020-05-27 19:41:53";3.89
"2020-05-27 19:41:54";3.61
"2020-05-27 19:41:55";3.98
"2020-05-27 19:41:56";4.93
"2020-05-27 19:41:56";3.59
"2020-05-27 19:41:57";5.11
"2020-05-27 19:41:58";5.02
"2020-05-27 19:41:58";4.7
"2020-05-27 19:41:59";3.8
"2020-05-27 19:42:00";3.75
"2020-05-27 19:42:00";4.26
"2020-05-27 19:42:01";4.57
"2020-05-27 19:42:02";3.65
"2020-05-27 19:42:03";3.89
"2020-05-27 19:42:03";5.23
"2020-05-27 19:42:04";4.78
"2020-05-27 19:42:05";3.57
"2020-05-27 19:42:05";4.98
"2020-05-27 19:42:06";5.05
"2020-05-27 19:42:07";3.9
"2020-05-27 19:42:07";4.61
"2020-05-27 19:42:08";4.23
"2020-05-27 19:42:09";4.15
"2020-05-27 19:42:10";5.05
"2020-05-27 19:42:10";4.11
"2020-05-27 19:42:11";5.05
"2020-05-27 19:42:12";4.38
"2020-05-27 19:42:12";5.15
"2020-05-27 19:42:13";5.1
"2020-05-27 19:42:14";3.72
"2020-05-27 19:42:14";3.52
"2020-05-27 19:42:15";4.22
"2020-05-27 19:42:16";4.26
"2020-05-27 19:42:17";5.49
"2020-05-27 19:42:17";4
"2020-05-27 19:42:18";3.75
"2020-05-27 19:42:19";5.33
"2020-05-27 19:42:19";4.26
"2020-05-27 19:42:20";4.97
"2020-05-27 19:42:21";4.84
"2020-05-27 19:42:21";3.85
"2020-05-27 19:42:22";3.68
"2020-05-27 19:42:23";3.93
"2020-05-27 19:42:24";3.97
"2020-05-27 19:42:24";4.91
"2020-05-27 19:42:25";4.29
"2020-05-27 19:42:26";4.37
"2020-05-27 19:42:26";5.38
"2020-05-27 19:42:27";5.45
"2020-05-27 19:42:28";3.6
"2020-05-27 19:42:29";4.18
"2020-05-27 19:42:29";4.11
"2020-05-27 19:42:30";3.77
"2020-05-27 19:42:31";4.11
"2020-05-27 19:42:31";5.4
"2020-05-27 19:42:32";5.31
"2020-05-27 19:42:33";3.69
"2020-05-27 19:42:33";3.59
"2020-05-27 19:42:34";4.31
"2020-05-27 19:42:35";4.65
"2020-05-27 19:42:36";4.77
"2020-05-27 19:42:36";3.58
"2020-05-27 19:42:37";4.68
"2020-05-27 19:42:38";4.8
"2020-05-27 19:42:38";3.98
"2020-05-27 19:42:39";3.83
"2020-05-27 19:42:40";4.21
"2020-05-27 19:42:40";4.49
"2020-05-27 19:42:41";5.35
"2020-05-27 19:42:42";4.15
"2020-05-27 19:42:43";4.71
"2020-05-27 19:42:43";4.83
"2020-05-27 19:42:44";4.48
"2020-05-27 19:42:45";4.36
"2020-05-27 19:42:45";3.98
"2020-05-27 19:42:46";4.88
"2020-05-27 19:42:47";4.73
"2020-05-27 19:42:48";4.38
"2020-05-27 19:42:48";4.12
"2020-05-27 19:42:49";4.42
"2020-05-27 19:42:50";3.97
"2020-05-27 19:42:50";4.99
"2020-05-27 19:42:51";4.6
"2020-05-27 19:42:52";4.39
"2020-05-27 19:42:52";5.09
"2020-05-27 19:42:53";3.98
"2020-05-27 19:42:54";3.79
"2020-05-27 19:42:55";4.98
"2020-05-27 19:42:55";4.18
"2020-05-27 19:42:56";5.21
"2020-05-27 19:42:57";4.45
"2020-05-27 19:42:57";4.23
"2020-05-27 19:42:58";3.88
"2020-05-27 19:42:59";5.45
"2020-05-27 19:42:59";5.06
"2020-05-27 19:43:00";4.7
"2020-05-27 19:43:01";5.2
"2020-05-27 19:43:02";3.67
"2020-05-27 19:43:02";4.62
"2020-05-27 19:43:03";4.85
"2020-05-27 19:43:04";4.51
"2020-05-27 19:43:04";4.48
"2020-05-27 19:43:05";4.7
"2020-05-27 19:43:06";4.76
"2020-05-27 19:43:06";3.57
"2020-05-27 19:43:07";3.68
"2020-05-27 19:43:08";5.04
"2020-05-27 19:43:09";5.18
"2020-05-27 19:43:09";4.15
"2020-05-27 19:43:10";4.01
"2020-05-27 19:43:11";3.87
"2020-05-27 19:43:11";3.83
"2020-05-27 19:43:12";4.96
"2020-05-27 19:43:13";4.75
"2020-05-27 19:43:14";3.91
"2020-05-27 19:43:14";3.52
"2020-05-27 19:43:15";5.49
"2020-05-27 19:43:16";3.96
"2020-05-27 19:43:16";3.93
"2020-05-27 19:43:17";4.86
"2020-05-27 19:43:18";3.73
"2020-05-27 19:43:18";4.41
"2020-05-27 19:43:19";5.36
"2020-05-27 19:43:20";4.02
"2020-05-27 19:43:21";4.58
"2020-05-27 19:43:21";4.24
"2020-05-27 19:43:22";4.78
"2020-05-27 19:43:23";4.87
"2020-05-27 19:43:23";3.82
"2020-05-27 19:43:24";4.31
"2020-05-27 19:43:25";4.47
"2020-05-27 19:43:25";4.25
"2020-05-27 19:43:26";5.38
"2020-05-27 19:43:27";4.05
"2020-05-27 19:43:28";5.17
"2020-05-27 19:43:28";5.29
"2020-05-27 19:43:29";5.29
"2020-05-27 19:43:30";5.14
"2020-05-27 19:43:30";3.87
"2020-05-27 19:43:31";4.64
"2020-05-27 19:43:32";3.85
"2020-05-27 19:43:32";5.44
"2020-05-27 19:43:33";5.35
"2020-05-27 19:43:34";4.06
"2020-05-27 19:43:35";4.67
"2020-05-27 19:43:35";4
