"Time";"Teste.last"
"2020-05-27 19:26:50";4.55
"2020-05-27 19:26:51";4.91
"2020-05-27 19:26:52";4.53
"2020-05-27 19:26:52";4.35
"2020-05-27 19:26:53";3.57
"2020-05-27 19:26:54";3.66
"2020-05-27 19:26:55";3.77
"2020-05-27 19:26:55";5.2
"2020-05-27 19:26:56";4.87
"2020-05-27 19:26:57";4.84
"2020-05-27 19:26:57";5.42
"2020-05-27 19:26:58";3.88
"2020-05-27 19:26:59";5.03
"2020-05-27 19:26:59";5.43
"2020-05-27 19:27:00";4.47
"2020-05-27 19:27:01";3.79
"2020-05-27 19:27:02";3.8
"2020-05-27 19:27:02";4.94
"2020-05-27 19:27:03";5.11
"2020-05-27 19:27:04";3.69
"2020-05-27 19:27:04";4.62
"2020-05-27 19:27:05";4.88
"2020-05-27 19:27:06";4.82
"2020-05-27 19:27:06";5.34
"2020-05-27 19:27:07";4.18
"2020-05-27 19:27:08";4.75
"2020-05-27 19:27:09";5.15
"2020-05-27 19:27:09";5.07
"2020-05-27 19:27:10";5.14
"2020-05-27 19:27:11";4.3
"2020-05-27 19:27:11";3.9
"2020-05-27 19:27:12";4.19
"2020-05-27 19:27:13";3.7
"2020-05-27 19:27:13";3.53
"2020-05-27 19:27:14";4.14
"2020-05-27 19:27:15";4.19
"2020-05-27 19:27:16";5.38
"2020-05-27 19:27:16";5.46
"2020-05-27 19:27:17";4.69
"2020-05-27 19:27:18";4.17
"2020-05-27 19:27:18";3.66
"2020-05-27 19:27:19";5.29
"2020-05-27 19:27:20";4.74
"2020-05-27 19:27:20";4.58
"2020-05-27 19:27:21";4.42
"2020-05-27 19:27:22";4.51
"2020-05-27 19:27:23";4.4
"2020-05-27 19:27:23";3.84
"2020-05-27 19:27:24";5.37
